drug,nct_id,title,status,phase,disease,first_submit,_row_id,disease_raw,disease_resolved_label,disease_resolved_id,resolve_status,accept_auto,reject_reason,extra_tokens,total_candidates_available,n_candidates_returned
Atorvastatin,NCT06096909,Early Initiation of Tafolecimab for Patients With Acute Coronary Syndromeundergoing Percutaneous Coronary Intervention in Chinese Population,NOT_YET_RECRUITING,,Acute Coronary Syndrome; Non ST Segment Elevation Acute Coronary Syndrome,2023-09-28 00:00:00+00:00,107,Acute Coronary Syndrome,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,exact,True,,0,2,0
Atorvastatin,NCT00653744,Rosuvastatin Versus Atorvastatin in the Treatment of Hypercholesterolaemia in African American Subjects(ARIES),COMPLETED,PHASE3,Hypercholesterolemia; Dyslipidaemia,2008-03-26 00:00:00+00:00,108,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00654407,Mercury II - Compare the Efficacy and Safety of Lipid Lowering Agents Atorvastatin and Simvastatin With Rosuvastatin in High Risk Subjects With Type IIa and IIb Hypercholesterolemia,COMPLETED,PHASE3,Hypercholesterolemia,2008-04-03 00:00:00+00:00,109,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT02591836,Efficacy and Safety of Gemcabene in Hypercholesterolemic Patients as Monotherapy or in Combination With Atorvastatin,COMPLETED,PHASE2,Hypercholesterolemia,2015-10-22 00:00:00+00:00,111,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT01040936,Intensive Lipid Lowering Treatment in Non-ST-elevation Acute Coronary Syndrome (NSTE-ACS) Patients,UNKNOWN,PHASE4,Acute Coronary Syndrome,2009-12-29 00:00:00+00:00,112,Acute Coronary Syndrome,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,exact,True,,0,2,0
Atorvastatin,NCT00163202,Comparative Atorvastatin Pleiotropic Effects,COMPLETED,PHASE4,Coronary Arteriosclerosis; Hypercholesterolemia,2005-09-09 00:00:00+00:00,113,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT05298475,Low-dose PCSK9 Inhibitor Combined With Stains on Serum Lipids in Chinese Population With Acute Coronary Syndrome,UNKNOWN,PHASE4,Acute Coronary Syndrome,2022-03-13 00:00:00+00:00,114,Acute Coronary Syndrome,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,exact,True,,0,2,0
Atorvastatin,NCT00141141,Efficacy And Safety Study Of Atorvastatin Versus Simvastatin In Type 2 Diabetic Subjects With Hypercholesterolemia,COMPLETED,PHASE4,Hypercholesterolemia,2005-08-30 00:00:00+00:00,115,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT06083337,Vascular Inflammation ReDuction and Perivascular Fat Imaging by Computed Tomography,UNKNOWN,,"Coronary Artery Disease; Atheroscleroses, Coronary; Vascular Inflammation",2023-10-05 00:00:00+00:00,116,Coronary Artery Disease,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,exact,True,,0,4,0
Atorvastatin,NCT02084069,Atrovastatin for Preventing Atrial Fibrillation Following Open Cardiac Valve Repair,COMPLETED,PHASE3,Heart Valve Diseases,2014-03-08 00:00:00+00:00,117,Heart Valve Diseases,Heart Valve Diseases,@DISEASE_Heart_Valve_Diseases,exact,True,,0,2,0
Atorvastatin,NCT00092716,Comparing an Investigational Medication Versus an Approved Medication in Reducing Cholesterol Levels (0653-025),COMPLETED,PHASE3,Hypercholesterolemia,2004-09-23 00:00:00+00:00,118,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00632840,Pharmacological Regulation of Fat Transport in Metabolic Syndrome,COMPLETED,PHASE4,Obesity; Lipid Disorders; Hypertriglyceridemia; Cardiovascular Disease,2008-02-20 00:00:00+00:00,119,Obesity,Obesity,@DISEASE_Obesity,exact,True,,0,5,0
Atorvastatin,NCT00632840,Pharmacological Regulation of Fat Transport in Metabolic Syndrome,COMPLETED,PHASE4,Obesity; Lipid Disorders; Hypertriglyceridemia; Cardiovascular Disease,2008-02-20 00:00:00+00:00,119,Hypertriglyceridemia,Hypertriglyceridemia,@DISEASE_Hypertriglyceridemia,exact,True,,0,3,0
Atorvastatin,NCT00134485,Study To Evaluate The Safety And Efficacy Of Torcetrapib/Atorvastatin In Subjects With Familial Hypercholerolemia,COMPLETED,PHASE3,"Hypercholesterolemia, Familial; Hyperlipidemia",2005-08-22 00:00:00+00:00,120,Hyperlipidemia,Hyperlipidemias,@DISEASE_Hyperlipidemias,token_set_exact,True,,0,5,0
Atorvastatin,NCT00092690,MK0653A (Ezetimibe (+) Simvastatin) Compared to an Approved Drug (Atorvastatin) for the Treatment of High Cholesterol (0653A-051)(COMPLETED),COMPLETED,PHASE3,Hypercholesterolemia,2004-09-23 00:00:00+00:00,123,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT03867318,"Efficacy and Safety Study of Ezetimibe (SCH 58235, MK-0653) in Addition to Atorvastatin in Participants With Coronary Heart Disease or Multiple Cardiovascular Risk Factors (P00693/MK-0653-030)",COMPLETED,PHASE3,Hypercholesterolemia,2019-03-06 00:00:00+00:00,124,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00979940,"Effects of Short Term, High Dose Atorvastatin Therapy on Periprocedural Myonecrosis and Platelet Inhibition After Percutaneous Coronary Intervention (PCI)",TERMINATED,,Coronary Artery Disease,2009-09-17 00:00:00+00:00,127,Coronary Artery Disease,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,exact,True,,0,4,0
Atorvastatin,NCT03657472,Bioequivalence Study of CJ-30061 in Healthy Male Volunteers,COMPLETED,PHASE1,Hypertension; Hyperlipidemia,2018-08-09 00:00:00+00:00,128,Hypertension,Hypertension,@DISEASE_Hypertension,exact,True,,0,5,0
Atorvastatin,NCT03657472,Bioequivalence Study of CJ-30061 in Healthy Male Volunteers,COMPLETED,PHASE1,Hypertension; Hyperlipidemia,2018-08-09 00:00:00+00:00,128,Hyperlipidemia,Hyperlipidemias,@DISEASE_Hyperlipidemias,token_set_exact,True,,0,5,0
Atorvastatin,NCT00977288,A Study of Safety and Efficacy of MK0859 (Anacetrapib) in Japanese Patients With Dyslipidemia (0859-029),COMPLETED,PHASE2,Dyslipidemia,2009-09-14 00:00:00+00:00,130,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT01375075,A Study of LY2484595 in Japanese Subjects,COMPLETED,PHASE2,Dyslipidemias,2011-06-15 00:00:00+00:00,132,Dyslipidemias,Dyslipidemias,@DISEASE_Dyslipidemias,exact,True,,0,1,0
Atorvastatin,NCT01299181,A Trial of Atorvastatin as an Anti-Inflammatory Agent in Non-Cystic Fibrosis Bronchiectasis,COMPLETED,PHASE4,Bronchiectasis,2010-10-21 00:00:00+00:00,133,Bronchiectasis,Bronchiectasis,@DISEASE_Bronchiectasis,exact,True,,0,5,0
Atorvastatin,NCT00136942,A Swiss Study With Atorvastatin in Hyperlipidemic Patients Measuring LDL-Cholesterol,COMPLETED,PHASE3,Hyperlipidemia,2005-08-25 00:00:00+00:00,135,Hyperlipidemia,Hyperlipidemias,@DISEASE_Hyperlipidemias,token_set_exact,True,,0,5,0
Atorvastatin,NCT02579356,To Evaluate the Drug-drug Interaction Between Telmisartan and Atorvastatin in Healthy Male Volunteers,COMPLETED,PHASE1,Diseases of the Circulatory System; Essential Hypertension,2015-10-13 00:00:00+00:00,136,Essential Hypertension,Essential Hypertension,@DISEASE_Essential_Hypertension,exact,True,,0,1,0
Atorvastatin,NCT07045142,Metformin Alleviates Abnormal Glucose Metabolism Induced by Statins in Schizophrenia Patients,RECRUITING,PHASE3,Schizophrenia,2025-06-22 00:00:00+00:00,137,Schizophrenia,Schizophrenia,@DISEASE_Schizophrenia,exact,True,,0,5,0
Atorvastatin,NCT00793754,Aspirin Statins Or Both For The Reduction Of Thrombin Generation In Diabetic People,COMPLETED,PHASE4,Diabetes Mellitus,2008-11-18 00:00:00+00:00,139,Diabetes Mellitus,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,exact,True,,0,5,0
Atorvastatin,NCT02455869,Comparison of Alendronate With Atorvastatin in Chronic Periodontitis,COMPLETED,PHASE2; PHASE3,Chronic Periodontitis,2015-05-19 00:00:00+00:00,141,Chronic Periodontitis,Chronic Periodontitis,@DISEASE_Chronic_Periodontitis,exact,True,,0,2,0
Atorvastatin,NCT00344370,Follow-On Study of Pitavastatin Versus Atorvastatin in Patients With Type II Diabetes Mellitus and Combined Dyslipidemia,COMPLETED,PHASE3,Type II Diabetes Mellitus; Dyslipidemia,2006-06-23 00:00:00+00:00,143,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT03066466,Randomized Study: Standard of Care With or Without Atorvastatin for Prevention of GVHD for Matched Unrelated Donor BMT,WITHDRAWN,PHASE3,Acute Myeloid Leukemia; Acute Lymphocytic Leukemia; Myelodysplastic Syndrome,2017-02-23 00:00:00+00:00,144,Acute Myeloid Leukemia,Leukemia Myeloid Acute,@DISEASE_Leukemia_Myeloid_Acute,token_set_exact,True,,0,5,0
Atorvastatin,NCT03066466,Randomized Study: Standard of Care With or Without Atorvastatin for Prevention of GVHD for Matched Unrelated Donor BMT,WITHDRAWN,PHASE3,Acute Myeloid Leukemia; Acute Lymphocytic Leukemia; Myelodysplastic Syndrome,2017-02-23 00:00:00+00:00,144,Myelodysplastic Syndrome,Myelodysplastic Syndromes,@DISEASE_Myelodysplastic_Syndromes,token_set_exact,True,,0,2,0
Atorvastatin,NCT01543555,Lowering the Risk of Operative Complications Using Atorvastatin Loading Dose,COMPLETED,PHASE3,Myocardial Infarction; Peripheral Vascular Disease; Aortic Aneurism,2012-02-27 00:00:00+00:00,146,Myocardial Infarction,Myocardial Infarction,@DISEASE_Myocardial_Infarction,exact,True,,0,5,0
Atorvastatin,NCT02305355,Efficacy and Safety of Prescription Omega-3 Fatty Acid Added to Stable Statin Therapy in Patients With Type 2 Diabetes and Hypertriglyceridemia,COMPLETED,PHASE4,"Diabetes Mellitus, Type 2; Hypertriglycemia",2014-11-25 00:00:00+00:00,147,"Diabetes Mellitus, Type 2",Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,exact,True,,0,4,0
Atorvastatin,NCT04061824,Clinical Study to Evaluate Adherence Improvement Fixed-dose Combination of Olostar Tab. in Patients With Hypertension and Dyslipidemia,COMPLETED,PHASE4,Hypertension; Dyslipidemias,2019-07-26 00:00:00+00:00,150,Hypertension,Hypertension,@DISEASE_Hypertension,exact,True,,0,5,0
Atorvastatin,NCT04061824,Clinical Study to Evaluate Adherence Improvement Fixed-dose Combination of Olostar Tab. in Patients With Hypertension and Dyslipidemia,COMPLETED,PHASE4,Hypertension; Dyslipidemias,2019-07-26 00:00:00+00:00,150,Dyslipidemias,Dyslipidemias,@DISEASE_Dyslipidemias,exact,True,,0,1,0
Atorvastatin,NCT04591808,Efficacy and Safety of Atorvastatin + Perindopril Fixed-Dose Combination S05167 in Adult Patients With Arterial Hypertension and Dyslipidemia,TERMINATED,PHASE3,Dyslipidemias; Hypertension,2020-09-30 00:00:00+00:00,151,Dyslipidemias,Dyslipidemias,@DISEASE_Dyslipidemias,exact,True,,0,1,0
Atorvastatin,NCT04591808,Efficacy and Safety of Atorvastatin + Perindopril Fixed-Dose Combination S05167 in Adult Patients With Arterial Hypertension and Dyslipidemia,TERMINATED,PHASE3,Dyslipidemias; Hypertension,2020-09-30 00:00:00+00:00,151,Hypertension,Hypertension,@DISEASE_Hypertension,exact,True,,0,5,0
Atorvastatin,NCT02496962,Protective Effect of Statin on Sleep Deprivation,UNKNOWN,,Sleep Deprivation,2015-07-05 00:00:00+00:00,152,Sleep Deprivation,Sleep Deprivation,@DISEASE_Sleep_Deprivation,exact,True,,0,1,0
Atorvastatin,NCT01370590,A Study to Evaluate the Effectiveness of Ezetimibe/Atorvastatin 10 mg/20 mg Combination Tablet Compared to Marketed Ezetimibe 10 mg and Atorvastatin 20 mg Tablets in Participants With High Cholesterol (MK-0653C-185 AM1),COMPLETED,PHASE3,Hypercholesterolemia,2011-06-08 00:00:00+00:00,153,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT03882996,"A Long-term Safety and Tolerability Study of Ezetimibe Plus Atorvastatin in Participants With Coronary Heart Disease, Multiple Risk Factors, or Hypercholesterolemia Not Controlled by Atorvastatin (P01418/MK-0653-032)",COMPLETED,PHASE3,Hypercholesterolemia,2019-03-19 00:00:00+00:00,154,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT05030818,Cross-over Study of Coronary Risk Factors With a Polypill,RECRUITING,PHASE4,Coronary Artery Disease,2021-08-30 00:00:00+00:00,155,Coronary Artery Disease,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,exact,True,,0,4,0
Atorvastatin,NCT02608697,A Study to Assess the Safety and Efficacy of CAT-2054 in Combination With Atorvastatin in Patients With Hypercholesterolemia,COMPLETED,PHASE2,Hypercholesterolemia,2015-11-11 00:00:00+00:00,156,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00396721,Sirolimus Therapy for Poor Prognosis Immunoglobulin A Nephropathy,COMPLETED,PHASE2,"Glomerulonephritis, IGA; Nephropathy, IGA; IGA Nephropathy",2006-11-03 00:00:00+00:00,158,"Glomerulonephritis, IGA",Glomerulonephritis IGA,@DISEASE_Glomerulonephritis_IGA,exact,True,,0,1,0
Atorvastatin,NCT00814255,Novel Therapies for Resistant FSGS (FONTII): Phase II Clinical Trial,COMPLETED,PHASE2,Focal Segmental Glomerulosclerosis,2008-12-22 00:00:00+00:00,159,Focal Segmental Glomerulosclerosis,Glomerulosclerosis Focal Segmental,@DISEASE_Glomerulosclerosis_Focal_Segmental,token_set_exact,True,,0,5,0
Atorvastatin,NCT00331565,Investigations on the Influence of Bariatric Surgery on the Metabolism and Absorption of Atorvastatin,COMPLETED,PHASE4,Morbid Obesity,2006-05-29 00:00:00+00:00,160,Morbid Obesity,Obesity Morbid,@DISEASE_Obesity_Morbid,token_set_exact,True,,0,1,0
Atorvastatin,NCT01190007,Open Label Study To Evaluate The Long-Term Safety Profiles Of Caduet In Japanese Patients,COMPLETED,PHASE4,Hypertension; Hypercholesterolemia; Angina Pectoris,2010-08-05 00:00:00+00:00,162,Hypertension,Hypertension,@DISEASE_Hypertension,exact,True,,0,5,0
Atorvastatin,NCT01190007,Open Label Study To Evaluate The Long-Term Safety Profiles Of Caduet In Japanese Patients,COMPLETED,PHASE4,Hypertension; Hypercholesterolemia; Angina Pectoris,2010-08-05 00:00:00+00:00,162,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT01190007,Open Label Study To Evaluate The Long-Term Safety Profiles Of Caduet In Japanese Patients,COMPLETED,PHASE4,Hypertension; Hypercholesterolemia; Angina Pectoris,2010-08-05 00:00:00+00:00,162,Angina Pectoris,Angina Pectoris,@DISEASE_Angina_Pectoris,exact,True,,0,5,0
Atorvastatin,NCT00252967,Atorvastatin Therapy for the Prevention of Atrial Fibrillation (SToP-AF),TERMINATED,PHASE3,Atrial Fibrillation; Inflammation,2005-11-14 00:00:00+00:00,165,Atrial Fibrillation,Atrial Fibrillation,@DISEASE_Atrial_Fibrillation,exact,True,,0,5,0
Atorvastatin,NCT00252967,Atorvastatin Therapy for the Prevention of Atrial Fibrillation (SToP-AF),TERMINATED,PHASE3,Atrial Fibrillation; Inflammation,2005-11-14 00:00:00+00:00,165,Inflammation,Inflammation,@DISEASE_Inflammation,exact,True,,0,5,0
Atorvastatin,NCT02072161,Evaluation of ETC-1002 vs Placebo in Patients Receiving Ongoing Statin Therapy,COMPLETED,PHASE2,Hypercholesterolemia,2014-02-24 00:00:00+00:00,167,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT03507374,PCSK9 Inhibition in Patients With Symptomatic Intracranial Atherosclerosis,TERMINATED,EARLY_PHASE1,Stroke; Intracranial Atherosclerosis; Intraplaque Hemorrhage,2018-04-13 00:00:00+00:00,169,Stroke,Stroke,@DISEASE_Stroke,exact,True,,0,5,0
Atorvastatin,NCT06615284,A Study of Atorvo+™ in Healthy Adult Participants,RECRUITING,PHASE1,Coronary Heart Disease; Dyslipidemias,2024-09-19 00:00:00+00:00,172,Dyslipidemias,Dyslipidemias,@DISEASE_Dyslipidemias,exact,True,,0,1,0
Atorvastatin,NCT05877235,Serum Concentration of Endogenous Estrogens and Sirtuin-1 After Administration of Atorvastatin and Quercetin:,UNKNOWN,,Coronary Artery Disease; Menopause,2023-05-17 00:00:00+00:00,174,Coronary Artery Disease,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,exact,True,,0,4,0
Atorvastatin,NCT00143676,Efficacy of Lapaquistat Acetate and Atorvastatin on Blood Cholesterol Levels in Subjects With Primary Hypercholesterolemia,COMPLETED,PHASE3,Hypercholesterolemia,2005-08-31 00:00:00+00:00,176,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00286312,Myocardial Infarction Size Reduction With Atorvastatin,COMPLETED,PHASE4,Myocardial Infarction; Reperfusion Injury,2006-02-02 00:00:00+00:00,179,Myocardial Infarction,Myocardial Infarction,@DISEASE_Myocardial_Infarction,exact,True,,0,5,0
Atorvastatin,NCT00166504,Ezetimibe Plus (+) Simvastatin Versus Atorvastatin Comparative Study (0653A-092)(COMPLETED),COMPLETED,PHASE4,Hypercholesterolemia,2005-09-09 00:00:00+00:00,180,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00462748,A Study to Determine the Number of Patients Who Reach Optimal Cholesterol Levels on Each of Three Different Treatments (0653A-121),COMPLETED,PHASE3,Hypercholesterolemia,2007-04-18 00:00:00+00:00,183,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT01218204,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Administering Multiple Oral Doses of GSK1292263 Alone and With Atorvastatin",COMPLETED,PHASE2,Dyslipidaemias; Dyslipidemias,2010-09-23 00:00:00+00:00,186,Dyslipidemias,Dyslipidemias,@DISEASE_Dyslipidemias,exact,True,,0,1,0
Atorvastatin,NCT03255044,Comparison of Lipophilic Versus Hydrophilic Statins on Patients With Heart Failure,COMPLETED,PHASE4,Heart Failure,2017-08-10 00:00:00+00:00,187,Heart Failure,Heart Failure,@DISEASE_Heart_Failure,exact,True,,0,4,0
Atorvastatin,NCT06866509,To Investigate Blood Lipid Changes and Safety After Litorvazet® Tablets in Dyslipidemia Patients,COMPLETED,,Dyslipidemia,2025-01-20 00:00:00+00:00,188,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT01890967,A Study of LY3015014 in Participants With High Cholesterol,COMPLETED,PHASE2,Hypercholesterolemia,2013-06-27 00:00:00+00:00,190,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00772564,The Use of Statins for Myocardial Death Prevention,COMPLETED,PHASE4,Myocardial Infarction,2008-10-11 00:00:00+00:00,192,Myocardial Infarction,Myocardial Infarction,@DISEASE_Myocardial_Infarction,exact,True,,0,5,0
Atorvastatin,NCT00616187,Atorvastatin in Relapsing-Remitting Multiple Sclerosis,COMPLETED,PHASE2,Relapsing Remitting Multiple Sclerosis,2008-02-05 00:00:00+00:00,193,Relapsing Remitting Multiple Sclerosis,Multiple Sclerosis Relapsing-Remitting,@DISEASE_Multiple_Sclerosis_Relapsing_Remitting,token_set_exact,True,,0,1,0
Atorvastatin,NCT00249899,Efficacy of Lapaquistat Acetate Alone or Combined With High-Dose Statin Therapy in Subjects With Hypercholesterolemia,TERMINATED,PHASE3,Hypercholesterolemia,2005-11-04 00:00:00+00:00,194,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT01503671,Effects of Atorvastatin Treatment on Left Ventricular Diastolic Function in Peritoneal Dialysis Patients,UNKNOWN,PHASE4,Heart Failure,2012-01-02 00:00:00+00:00,198,Heart Failure,Heart Failure,@DISEASE_Heart_Failure,exact,True,,0,4,0
Atorvastatin,NCT00689442,Safety and Efficacy Study of JTT-705 in Combination With Atorvastatin 20 mg in Patients With Low High-Density Lipoprotein (HDL) Levels,COMPLETED,PHASE2,Dyslipidemia,2008-05-29 00:00:00+00:00,203,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT00844402,Safety and Efficacy of Long-Term Treatment With Atorvastatin in Patients With Primary Biliary Cirrhosis,COMPLETED,PHASE3,Primary Biliary Cirrhosis; Hypercholesterolemia,2009-02-13 00:00:00+00:00,204,Hypercholesterolemia,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,exact,True,,0,5,0
Atorvastatin,NCT00249249,Study to Compare the Efficacy of Pitavastatin With That of Atorvastatin in Lowering Cholesterol Levels,COMPLETED,PHASE3,Primary Hypercholesterolemia; Dyslipidemia,2005-11-04 00:00:00+00:00,206,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT00481364,Atorvastatin Treatment to Attenuate the Progression of Cardiovascular Disease in Hemodialysis Patients,COMPLETED,PHASE3,Vascular Calcification; Atherosclerosis; Dyslipidemia; Inflammation,2007-05-30 00:00:00+00:00,208,Vascular Calcification,Vascular Calcification,@DISEASE_Vascular_Calcification,exact,True,,0,1,0
Atorvastatin,NCT00481364,Atorvastatin Treatment to Attenuate the Progression of Cardiovascular Disease in Hemodialysis Patients,COMPLETED,PHASE3,Vascular Calcification; Atherosclerosis; Dyslipidemia; Inflammation,2007-05-30 00:00:00+00:00,208,Dyslipidemia,Dyslipidemias,@DISEASE_Dyslipidemias,token_set_exact,True,,0,1,0
Atorvastatin,NCT00481364,Atorvastatin Treatment to Attenuate the Progression of Cardiovascular Disease in Hemodialysis Patients,COMPLETED,PHASE3,Vascular Calcification; Atherosclerosis; Dyslipidemia; Inflammation,2007-05-30 00:00:00+00:00,208,Inflammation,Inflammation,@DISEASE_Inflammation,exact,True,,0,5,0
